Customer_ID,Age,Gender,Phone No,Email,Location,Date,Flight ID,Preferred_Travel_Class,Booking_Channel,Destination_Type,Booking_Frequency,Distance,Miles_Accrued,Loyalty_Tier,Flight_Cancellations,Price_of_Ticket,Tenure,Revenue_Contribution,Ancillary_Purchases,Discount_Usage,Offer,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,AVG_INTERVAL time,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Complaints_Frequency,NPS,Recency
2719,35,Female,(308)378-5337x752,changrussell@example.org,Germany,20-08-2024,GE7176,First Class,Agent,International,10,912,3361,Platinum,1,480.55,6,1231.65,3,22,Discount,3,2,4,2,5,4,5,1,5,2,4,5,8,1,58,80,4,6,19
2720,54,Female,271-603-2205,robertoyoung@example.net,Germany,19-07-2024,GE2494,First Class,Online,Domestic,4,9894,3866,Silver,5,1209.28,8,11435.28,5,49,No Offer,3,5,2,4,4,5,5,5,2,2,3,5,18,2,96,96,4,9,260
2721,26,Male,+1-521-694-9314x3631,xalvarez@example.net,UK,12-03-2024,UK5138,Business,Online,International,1,3586,1833,Silver,1,120.45,7,11047.44,3,38,Free Upgrade,5,3,4,2,3,5,2,4,5,2,3,2,9,3,59,93,4,6,226
2722,54,Female,+1-411-364-6749x74233,michellecruz@example.org,UK,27-04-2024,UK3010,Economy,Mobile App,International,10,4904,4723,Gold,0,1769.99,8,1517.1,4,3,Lounge Access,2,2,1,3,4,1,2,1,1,1,5,4,8,2,32,10,3,4,313
2723,50,Female,-8095,gabriel76@example.net,Japan,25-10-2024,JA2609,Economy,Online,Domestic,1,3365,1674,Platinum,0,202.97,9,13337.17,0,46,Lounge Access,1,5,1,2,5,4,3,5,4,5,4,2,10,5,56,84,5,10,234
2724,56,Male,+1-943-400-9287x31658,jacksondaniel@example.net,Australia,27-02-2024,AU2627,Business,Agent,International,6,9764,4972,Gold,4,1115.92,9,1584.32,2,20,Lounge Access,2,2,2,2,2,2,5,5,2,2,4,1,16,1,95,11,4,9,50
2725,40,Male,912.943.1780x9462,tsanders@example.net,Germany,31-10-2024,GE9553,Economy,Mobile App,Domestic,4,8714,1103,Silver,0,363.83,7,14690.88,4,8,Discount,5,3,5,1,4,2,1,4,5,3,2,3,2,3,71,60,1,1,347
2726,68,Male,001-342-468-7518x7013,joyce82@example.com,USA,18-03-2024,US1176,First Class,Mobile App,International,1,7917,632,Silver,5,1279.93,8,1571.78,5,43,Lounge Access,5,2,1,1,4,4,2,3,4,5,5,4,21,2,17,15,4,10,162
2727,35,Male,(799)359-7765x6975,bjackson@example.net,Australia,29-01-2024,AU8911,Business,Phone,International,8,2385,3711,Gold,1,1515.52,2,5419.26,2,30,Discount,2,1,5,,5,4,2,1,4,5,5,5,16,2,94,76,3,5,195
2728,57,Male,001-549-924-3025x056,christinegarrett@example.org,Germany,14-06-2024,GE4108,Business,Mobile App,Domestic,7,6881,176,Gold,4,1354.7,8,15058.8,2,44,No Offer,5,2,5,4,3,4,4,5,2,5,2,1,13,5,5,106,3,2,33
2729,67,Male,733.940.4851x905,wellsjames@example.org,Canada,08-11-2024,CA8920,Economy,Phone,Domestic,10,9151,1957,Silver,0,1169.48,7,7535.4,5,48,Discount,1,1,4,5,1,1,2,1,1,4,2,4,10,5,88,44,1,4,241
2730,68,Male,(840)572-3110,jessica76@example.net,Australia,28-04-2024,AU5687,Economy,Phone,International,3,9602,832,Platinum,1,1812.56,7,5474.7,1,3,Discount,1,1,2,5,5,2,3,5,1,2,5,4,23,4,64,63,5,5,131
2731,52,Male,001-266-400-9270x1193,michael94@example.net,UK,06-09-2024,UK7243,Economy,Phone,International,7,2646,3554,Bronze,0,207.46,5,324.13,1,46,Free Upgrade,1,1,4,5,3,5,5,2,2,3,5,2,11,3,29,112,2,4,217
2732,76,Male,001-703-736-4189x916,kevin25@example.com,France,27-07-2024,FR3157,Business,Phone,International,5,4244,728,Silver,0,1907,9,5377.5,3,0,No Offer,1,3,4,1,5,2,2,3,5,5,3,3,8,4,80,86,1,1,64
2733,43,Male,(240)645-6793x47360,jenniferreynolds@example.org,India,18-07-2024,IN5127,Economy,Mobile App,International,7,7455,752,Silver,1,1361.36,8,659.9,0,17,Lounge Access,4,5,3,3,1,3,2,2,3,3,4,1,4,5,56,34,2,4,40
2734,58,Male,(300)224-2245,jenny42@example.net,France,12-10-2024,FR6239,First Class,Online,Domestic,10,7685,9574,Silver,2,1122.9,7,9652.65,0,28,Lounge Access,5,2,2,4,5,4,2,4,4,5,3,2,3,2,39,14,4,6,229
2735,78,Male,+1-375-574-7739x5676,cavila@example.com,Japan,05-12-2024,JA6401,Economy,Mobile App,International,2,3995,5065,Silver,1,808.15,6,599.59,1,31,Lounge Access,4,1,1,4,1,3,1,2,1,2,4,4,29,4,31,45,1,5,174
2736,42,Female,001-853-206-0496x6344,kristifowler@example.org,Germany,15-06-2024,GE7696,Economy,Agent,International,8,1951,405,Gold,5,1958.25,6,7151.6,1,25,Discount,1,5,2,3,2,1,1,1,4,3,3,5,8,5,95,81,2,10,224
2737,23,Male,-4351,hhill@example.org,Australia,06-06-2024,AU3273,Economy,Agent,Domestic,1,4506,3940,Bronze,0,1769.11,1,6001.16,5,19,Discount,5,2,4,1,5,2,4,3,1,1,4,1,1,2,79,44,5,1,197
2738,18,Female,001-346-393-3109,rosselizabeth@example.net,Canada,14-06-2024,CA5325,First Class,Mobile App,Domestic,1,9098,1868,Platinum,2,791.89,3,2602.4,1,19,No Offer,4,2,5,5,1,5,3,2,1,4,2,2,1,5,14,93,4,3,107
2739,25,Female,-9476,nfrank@example.org,Japan,09-04-2024,JA4617,First Class,Mobile App,Domestic,6,3163,2438,Bronze,4,1649.25,1,6884.5,4,40,Lounge Access,5,2,4,4,5,2,1,1,3,2,1,5,14,4,11,51,0,4,52
2740,79,Female,001-676-938-4537x626,jdickerson@example.org,Australia,04-04-2024,AU3732,First Class,Online,International,4,5318,3874,Gold,4,1542.23,5,11568.6,2,16,Lounge Access,2,1,3,3,2,4,1,1,4,4,1,1,23,5,77,98,0,5,88
2741,22,Female,367-903-6023,bstafford@example.org,UK,08-08-2024,UK8237,Business,Agent,International,1,1544,156,Platinum,2,1449.63,8,12751.68,2,4,Discount,4,1,5,4,3,2,1,3,5,3,5,2,7,5,13,2,3,1,26
2742,72,Male,(565)568-9402x93942,rachel20@example.com,Germany,27-04-2024,GE7910,Business,Phone,Domestic,5,4215,587,Silver,2,1728.15,1,6808.2,5,33,Free Upgrade,2,2,1,1,2,1,5,1,3,2,5,3,28,3,7,79,4,8,79
2743,32,Female,592.482.3596,kimberly48@example.net,India,01-11-2024,IN2889,Business,Online,International,4,3267,357,Bronze,4,478.55,5,5368.96,4,47,Discount,4,2,4,5,4,3,5,3,2,1,3,3,9,5,74,24,5,5,94
2744,60,Female,740-330-8677,ronaldhunter@example.org,France,15-02-2024,FR8333,Business,Mobile App,International,2,1698,682,Bronze,0,1421.03,5,6441.66,3,45,Discount,5,1,4,1,4,4,3,1,3,5,4,1,18,4,119,0,5,6,7
2745,33,Female,657.666.1522x2676,rtodd@example.org,Japan,04-09-2024,JA6548,Economy,Phone,Domestic,2,3580,474,Platinum,2,579.33,6,1422.84,2,46,Lounge Access,2,5,4,4,2,1,4,3,1,1,2,2,21,2,24,60,1,2,24
2746,34,Female,+1-991-432-3650x58308,wterrell@example.net,India,06-02-2024,IN1837,Business,Online,Domestic,8,7700,1946,Silver,4,1176.23,5,3239.8,3,8,Free Upgrade,1,2,3,3,5,1,2,5,4,2,,4,21,4,35,34,3,6,270
2747,60,Female,(822)706-9790x476,marc76@example.org,UK,12-02-2024,UK2151,Economy,Online,International,1,3935,2079,Gold,1,1866.81,8,669.18,0,20,Free Upgrade,4,4,4,3,4,2,2,5,3,5,5,5,27,3,25,63,0,2,330
2748,62,Male,001-439-344-4401x25054,donnalester@example.org,Canada,12-02-2024,CA4650,Economy,Agent,Domestic,8,3393,826,Bronze,2,672.43,8,8729.49,2,39,Free Upgrade,2,2,2,1,1,2,3,3,5,2,1,4,6,4,48,10,4,5,286
2749,65,Female,627.852.2423x691,gilltoni@example.org,Japan,28-10-2024,JA8007,Business,Online,International,3,6390,5452,Bronze,2,1768.59,2,15738.16,2,41,Discount,2,1,1,4,5,2,4,3,3,1,2,1,20,5,95,6,4,3,226
2750,63,Female,916.809.5825,molly48@example.net,Canada,28-02-2024,CA9975,First Class,Agent,International,8,5149,2040,Silver,0,1819.55,7,3577.68,1,39,No Offer,3,1,3,3,2,4,3,2,1,3,4,4,8,3,105,103,3,5,63
2751,30,Male,+1-507-641-4476x477,zcombs@example.org,UK,19-10-2024,UK1353,Business,Mobile App,Domestic,4,776,3696,Platinum,5,1497.11,9,2728.77,0,8,Lounge Access,1,1,4,4,3,3,5,5,3,4,2,1,4,5,102,14,2,10,8
2752,59,Female,-5472,kellysanders@example.com,USA,03-02-2024,US3150,Business,Agent,International,6,7629,7566,Gold,5,1900.47,3,14767.76,2,21,Discount,2,1,4,1,2,4,2,5,2,4,5,2,20,2,117,97,2,4,232
2753,43,Female,321.538.9606,gabrielleanderson@example.org,Canada,03-03-2024,CA2675,Economy,Agent,International,1,5539,4061,Bronze,5,1219.88,3,4504.47,1,21,No Offer,5,4,2,2,4,2,5,3,3,5,5,2,29,1,75,98,2,3,203
2754,47,Female,(626)912-9618x73528,bromero@example.com,USA,02-12-2024,US2579,Economy,Online,Domestic,10,503,2635,Bronze,4,1301.14,5,1390.6,3,8,Free Upgrade,4,1,5,2,4,1,2,4,4,3,4,2,4,1,101,38,4,7,121
2755,49,Male,(250)617-8937,csummers@example.org,India,20-09-2024,IN3357,Business,Online,International,4,7009,6369,Platinum,5,784.81,8,847.9,2,31,Lounge Access,5,5,1,2,3,1,1,2,1,2,2,4,2,1,68,94,0,4,188
2756,76,Male,-8038,yreid@example.net,UK,22-06-2024,UK9651,First Class,Phone,International,6,9494,5084,Bronze,5,1755.99,9,1464.91,0,5,Discount,1,3,1,5,4,1,2,2,4,1,1,4,28,4,39,62,3,6,67
2757,47,Male,(298)562-4552x03138,marc63@example.net,UK,08-11-2024,UK7766,Economy,Phone,Domestic,8,4611,2551,Silver,4,791.88,9,6098.22,1,48,Discount,4,2,5,2,2,5,1,5,3,3,5,5,17,2,77,102,3,2,196
2758,80,Male,(505)523-1536,bryanmegan@example.com,India,10-08-2024,IN2837,First Class,Agent,Domestic,6,7838,3562,Gold,5,1520.38,4,618.25,3,4,Free Upgrade,2,1,3,3,4,5,2,5,3,3,3,3,9,5,104,50,4,8,127
2759,29,Male,(751)238-5620,timothy00@example.org,France,23-05-2024,FR5942,Economy,Online,Domestic,4,8128,3545,Platinum,3,844.49,1,5448.78,5,37,Discount,5,1,4,4,5,5,5,1,3,1,1,2,1,3,21,7,4,8,220
2760,27,Female,951.415.6642,lindseysmith@example.net,Canada,28-08-2024,CA6776,Business,Online,Domestic,8,6990,3605,Bronze,1,1231.59,5,558.4,5,31,No Offer,4,1,4,1,2,3,5,5,5,1,4,4,15,1,118,112,2,8,252
2761,38,Male,439.792.5638x6275,patricia58@example.org,Canada,03-06-2024,CA1581,Economy,Online,International,7,5237,3832,Silver,5,196.22,9,12036.64,0,50,Lounge Access,2,5,5,1,1,2,1,1,5,3,5,3,20,5,32,91,3,7,221
2762,55,Male,(540)409-7824x097,rcooper@example.org,Japan,08-03-2024,JA9179,Business,Online,International,1,2916,2365,Platinum,1,285.43,1,1116.36,1,31,Free Upgrade,5,5,2,4,2,1,2,4,4,3,1,5,14,1,30,71,0,4,75
2763,37,Female,485-297-9843,ekim@example.com,India,01-04-2024,IN7041,Business,Agent,International,9,4348,5634,Gold,1,928.76,7,2906.34,5,41,Discount,3,4,3,2,1,5,1,2,3,4,4,4,17,5,48,53,5,7,82
2764,77,Female,215-459-3708x891,brian31@example.com,Japan,08-09-2024,JA3271,Business,Mobile App,Domestic,4,4992,2812,Silver,1,151.17,6,5244.55,2,46,Lounge Access,4,1,2,2,2,5,2,5,5,4,1,5,28,2,45,12,0,9,120
2765,48,Female,447-774-9200x11017,christinelewis@example.net,Canada,09-08-2024,CA4830,Business,Online,Domestic,5,154,47,Gold,4,387.41,1,394.59,1,21,Lounge Access,5,4,4,2,1,5,3,2,5,4,5,1,27,1,95,57,2,10,121
2766,49,Female,+1-397-948-6079x71977,gregory07@example.net,Germany,21-02-2024,GE8329,First Class,Online,Domestic,8,9418,177,Gold,2,843.61,2,2044.63,2,19,Free Upgrade,4,5,1,5,1,2,5,5,4,3,2,2,20,5,22,3,0,5,122
2767,23,Female,406.489.3325,hallapril@example.org,USA,24-03-2024,US1841,Economy,Agent,Domestic,3,2632,4414,Gold,2,413.25,2,6785.36,2,38,Lounge Access,5,4,5,1,2,4,2,4,3,2,1,5,20,5,12,68,5,7,321
2768,24,Male,001-885-916-0015x46753,rhall@example.com,Germany,09-12-2024,GE6611,Economy,Phone,International,1,1473,5716,Silver,2,1387.56,6,6929.92,0,47,Lounge Access,3,1,4,1,1,5,2,5,4,1,3,4,20,2,73,118,2,5,53
2769,69,Male,+1-372-415-9636x326,heathcourtney@example.com,UK,14-11-2024,UK3418,Economy,Agent,Domestic,1,6863,598,Bronze,0,1762.95,8,10521.36,4,20,Lounge Access,4,5,3,2,4,3,1,1,2,5,4,3,3,2,34,86,1,9,199
2770,21,Female,5412037308,jfleming@example.net,Germany,03-11-2024,GE8915,First Class,Mobile App,Domestic,5,9704,1951,Silver,5,1972.12,6,2467.83,1,34,Discount,4,3,5,5,3,3,3,4,5,4,3,2,18,4,65,83,2,2,347
2771,73,Female,806-495-8290x9621,gsmith@example.com,Canada,20-11-2024,CA6632,First Class,Mobile App,Domestic,10,4124,1892,Bronze,1,594.81,5,9362.58,5,40,Free Upgrade,3,2,4,3,3,5,3,4,4,4,4,2,16,2,69,51,3,5,355
2772,78,Female,(487)216-2977x62532,catherinehughes@example.com,Germany,09-02-2024,GE8565,First Class,Mobile App,Domestic,7,9729,279,Bronze,1,1035.13,8,13387.71,0,13,Lounge Access,1,3,3,5,2,1,1,3,3,4,2,2,9,1,112,21,3,1,301
2773,64,Female,001-325-613-4092x371,scottholt@example.com,India,08-03-2024,IN4628,Business,Agent,Domestic,5,6032,976,Gold,4,1620.02,4,11227.44,0,13,Lounge Access,2,4,1,3,1,1,2,4,3,5,1,4,20,2,9,94,4,6,352
2774,54,Female,001-699-897-4724x256,garrettwilliam@example.org,India,28-06-2024,IN9709,Economy,Agent,International,10,7924,226,Silver,4,539.41,9,5622.75,1,40,Free Upgrade,1,5,5,5,1,2,4,2,5,3,2,3,22,2,114,44,2,8,1
2775,35,Female,001-635-218-2512x99881,bjackson@example.net,USA,21-05-2024,US5378,Business,Phone,International,10,3224,8046,Gold,0,605.34,7,2925.7,1,1,Free Upgrade,2,2,3,,4,1,4,4,5,5,3,5,18,4,50,4,1,8,37
2776,65,Male,576-858-3079x9983,qsmith@example.net,Japan,31-05-2024,JA9220,Business,Mobile App,Domestic,10,4668,8705,Platinum,0,863.75,2,6238.54,0,19,No Offer,5,2,3,2,5,1,4,2,4,1,2,1,30,1,37,14,1,3,42
2777,25,Male,(562)671-6084,holmeskirk@example.org,Canada,13-02-2024,CA5788,Business,Online,International,10,1663,3613,Platinum,2,1019.12,7,1465.64,4,13,No Offer,2,2,4,5,3,1,2,4,1,4,3,4,26,4,89,113,4,5,158
2778,43,Male,604-502-9656x8977,julie61@example.org,Japan,18-02-2024,JA1794,First Class,Phone,International,7,4616,1952,Bronze,3,1016.5,7,1889.55,2,33,Free Upgrade,3,5,5,2,2,5,4,2,1,1,3,1,14,2,51,84,2,6,157
2779,23,Female,879-915-5013x93075,cody73@example.net,India,11-11-2024,IN4989,First Class,Phone,International,4,6471,2925,Platinum,2,1110.74,10,2006.04,0,47,Lounge Access,4,4,3,5,1,4,1,1,1,5,5,2,17,4,84,93,5,1,87
2780,67,Male,001-750-751-8950x2641,gdavies@example.com,Canada,27-02-2024,CA5661,First Class,Agent,International,8,223,2089,Bronze,2,446.92,9,11047.5,5,8,Free Upgrade,3,1,2,3,5,3,3,3,1,1,1,1,23,1,114,65,4,10,217
2781,60,Female,001-576-229-5768,toddgarza@example.net,India,20-09-2024,IN6174,Economy,Phone,Domestic,1,7508,3877,Platinum,4,1623.56,2,1630.77,3,36,No Offer,2,4,5,5,2,1,5,2,3,4,1,5,5,4,8,91,2,2,117
2782,43,Male,-5596,kirkamanda@example.net,Australia,15-05-2024,AU6576,First Class,Online,Domestic,7,7401,429,Bronze,1,1198.6,2,12648.33,4,49,Lounge Access,4,2,4,3,5,2,5,2,5,5,4,1,22,4,26,25,2,8,294
2783,36,Female,6233697257,julia14@example.com,France,17-01-2024,FR8184,First Class,Mobile App,International,4,4619,9915,Gold,0,406.92,9,11952.81,3,31,Discount,2,1,5,3,5,4,1,2,2,4,5,3,20,4,116,86,3,1,218
2784,46,Female,+1-837-401-9377x74112,andersonjacob@example.com,Japan,17-11-2024,JA4734,First Class,Mobile App,Domestic,6,3295,1849,Silver,3,220.5,4,2308.06,2,11,Discount,4,3,3,2,2,2,1,2,3,2,4,5,19,4,116,51,1,7,4
2785,47,Female,001-240-819-1218x3116,michealbush@example.com,Japan,22-10-2024,JA9530,Business,Online,Domestic,3,2179,2265,Platinum,0,564,7,595.15,0,13,No Offer,4,3,4,4,1,5,3,3,4,4,5,3,12,1,12,38,3,4,117
2786,75,Male,240.711.2447x843,carlosgibson@example.net,India,26-05-2024,IN7721,Business,Online,Domestic,2,7948,863,Platinum,0,1220.34,10,1332.93,3,1,Lounge Access,3,5,3,4,2,5,2,5,2,3,1,4,29,4,13,39,2,7,59
2787,19,Female,365-940-3521,jeffrey97@example.com,UK,14-08-2024,UK7846,Business,Online,Domestic,6,5445,4229,Bronze,5,1240.7,3,9549.6,0,43,Discount,1,2,5,4,3,3,2,2,1,3,4,1,18,3,95,48,4,6,21
2788,72,Female,001-863-602-5028x77109,thomassamantha@example.org,UK,17-04-2024,UK7025,First Class,Mobile App,Domestic,4,6808,5541,Silver,5,609.03,1,13734.7,5,26,Lounge Access,2,5,5,4,5,3,4,2,5,4,1,3,5,4,4,92,1,4,123
2789,35,Male,+1-448-359-1904x84090,jeremy56@example.com,France,06-02-2024,FR8226,Economy,Agent,Domestic,8,3431,5024,Platinum,0,574.2,3,11526.34,4,21,Free Upgrade,2,5,3,2,2,4,3,5,1,3,2,4,12,5,65,83,4,8,227
2790,28,Female,-8496,amedina@example.net,Canada,11-09-2024,CA7604,Business,Phone,International,4,241,9106,Gold,2,1046.17,8,10608.84,5,11,Discount,4,1,3,1,2,3,2,4,4,3,3,4,25,2,35,112,4,5,156
2791,58,Male,001-632-961-7471x28309,gabrielle97@example.org,Germany,29-08-2024,GE3850,Business,Online,Domestic,5,8447,5289,Platinum,2,1792.13,3,2896.6,2,4,No Offer,2,1,3,1,3,2,4,4,2,3,4,2,25,1,90,98,5,10,183
2792,58,Female,417-619-8123,barnesheather@example.com,Germany,28-05-2024,GE9362,First Class,Online,International,7,2722,3203,Bronze,3,1990.46,4,14322.3,1,19,Lounge Access,4,2,4,3,4,3,2,3,3,2,5,2,13,1,118,74,2,6,149
2793,62,Female,261.447.3258,proberson@example.org,Australia,03-02-2024,AU3080,First Class,Agent,Domestic,6,7137,8592,Gold,2,393.42,1,15344.9,1,50,Discount,5,5,3,4,5,2,5,4,1,4,1,3,21,2,73,107,5,4,237
2794,36,Male,315.993.4153x6816,brandiponce@example.org,France,21-11-2024,FR3819,Economy,Agent,Domestic,4,3433,2191,Silver,4,118.14,8,2889.2,5,18,No Offer,3,1,4,1,5,3,4,5,5,3,3,2,2,1,105,94,5,4,235
2795,28,Male,591-544-8780x60952,perezlarry@example.org,UK,23-07-2024,UK8889,Economy,Phone,Domestic,2,9211,2416,Gold,4,1829.33,5,3480.54,0,25,No Offer,4,2,3,5,3,2,2,4,1,4,3,3,21,2,115,15,2,10,292
2796,62,Male,001-957-883-8375,habbott@example.com,Australia,07-03-2024,AU1998,First Class,Mobile App,International,8,5021,2237,Silver,3,1634.9,4,861.3,4,47,Discount,5,3,4,4,5,3,5,4,4,5,1,5,23,2,96,56,2,5,196
2797,58,Male,+1-670-805-1097x3546,cmcclure@example.com,France,07-06-2024,FR2472,Economy,Agent,International,1,9749,1605,Gold,0,1154.62,4,7271.7,3,33,Free Upgrade,2,1,5,3,5,4,3,4,3,4,4,3,23,3,119,116,5,5,171
2798,70,Male,+1-988-535-7824x050,smoody@example.net,UK,17-04-2024,UK3721,Business,Agent,Domestic,7,5706,4652,Bronze,1,474.06,10,2443.6,4,31,Free Upgrade,1,4,4,3,1,4,4,2,3,2,1,1,29,3,8,78,5,3,161
2799,58,Male,(521)582-8947x710,manuelfernandez@example.org,Japan,15-09-2024,JA3072,First Class,Agent,International,9,905,7590,Silver,4,1537.33,1,1957.11,0,33,Free Upgrade,1,1,4,5,2,5,1,3,4,2,4,3,3,2,26,99,3,8,308
2800,75,Male,8219705819,uarroyo@example.org,USA,04-07-2024,US5938,Business,Agent,Domestic,10,1660,475,Gold,2,1424.57,4,3155.7,0,31,Lounge Access,4,3,5,4,3,1,1,1,3,4,1,2,23,4,118,22,3,1,214
2801,61,Male,735-327-0735x69557,wigginsashley@example.org,Canada,09-03-2024,CA8715,Economy,Online,International,1,8523,394,Gold,5,1023.11,7,13862.96,2,2,No Offer,1,2,4,5,2,1,4,3,3,5,2,4,19,1,26,34,4,9,94
2802,77,Female,001-343-400-7725x604,josephhood@example.com,USA,28-03-2024,US2085,Business,Agent,Domestic,4,7750,254,Gold,3,573.05,5,5091.96,1,32,No Offer,1,4,3,1,4,3,1,1,3,4,3,1,28,1,98,11,1,10,52
2803,50,Female,(981)915-8013x05865,justin53@example.com,Australia,06-09-2024,AU9901,Economy,Online,Domestic,5,9042,1449,Silver,3,1341.79,9,3951.71,4,21,Lounge Access,3,3,5,2,3,3,3,2,2,5,2,2,16,4,55,100,2,3,114
2804,61,Female,001-927-879-5353x90598,chenscott@example.org,Canada,02-09-2024,CA4860,First Class,Online,Domestic,7,4072,1849,Gold,2,649.86,4,1621.45,1,7,Discount,1,4,3,4,4,1,3,1,2,5,1,3,13,2,84,79,0,3,176
2805,48,Female,496.267.6897,hernandezryan@example.net,India,30-08-2024,IN7788,Economy,Agent,Domestic,1,5384,918,Gold,1,218.37,9,3368.47,0,9,Lounge Access,3,5,5,2,4,2,4,1,2,5,3,5,30,1,84,43,3,2,215
2806,39,Female,(697)621-8613,crystaljohnson@example.com,Japan,17-11-2024,JA1074,Business,Mobile App,Domestic,9,7556,8578,Bronze,1,1973.3,3,2275.21,0,5,Discount,3,2,1,4,5,5,3,4,3,4,2,1,14,1,55,81,3,10,128
2807,73,Male,001-953-224-1769x93520,potterstephanie@example.net,Japan,28-06-2024,JA5620,Economy,Phone,International,8,2617,1259,Gold,0,750.7,10,2979.2,0,31,Discount,2,4,5,4,5,1,1,4,1,4,4,4,15,4,11,97,3,3,213
2808,42,Male,3114640864,belldanny@example.com,UK,10-03-2024,UK9015,First Class,Phone,International,5,9792,995,Bronze,0,1957.99,5,702.06,4,47,No Offer,1,4,1,5,4,3,5,3,2,2,3,1,19,2,120,35,3,8,114
2809,53,Female,467.778.1620x53640,moonlouis@example.com,UK,29-03-2024,UK3492,Economy,Mobile App,International,6,1161,507,Gold,0,809.93,2,10603.14,2,27,Discount,5,2,1,3,3,3,3,3,3,5,4,4,9,1,76,38,4,5,93
2810,74,Female,+1-904-490-5994x85383,orogers@example.com,India,11-08-2024,IN2564,First Class,Phone,International,10,3824,3753,Platinum,3,1313.19,4,2653.77,1,5,Discount,1,2,4,5,1,1,1,4,4,2,2,4,17,4,117,56,1,2,269
2811,49,Female,(553)406-7298,belindacole@example.com,Germany,30-05-2024,GE4149,Business,Phone,International,3,411,2218,Platinum,3,507.92,10,19325.3,2,33,Free Upgrade,1,2,3,5,2,1,5,3,2,2,1,1,11,2,119,19,2,1,216
2812,74,Female,(991)981-9057x6366,craigmatthew@example.org,UK,15-06-2024,UK4130,Business,Phone,International,7,6009,6465,Bronze,0,679.57,7,5049.75,3,0,Discount,2,4,1,2,4,2,2,4,1,5,2,5,22,1,117,2,4,8,281
2813,46,Female,-6345,kimjennifer@example.com,UK,23-05-2024,UK8471,First Class,Mobile App,Domestic,3,4009,7325,Platinum,5,1538.82,5,9439.36,5,33,Free Upgrade,2,3,3,5,5,1,3,5,3,4,3,3,26,2,56,3,4,10,69
2814,41,Female,001-802-910-0789,david50@example.net,USA,23-08-2024,US5793,First Class,Agent,International,3,2529,2051,Bronze,5,1693.98,3,1183.42,3,10,No Offer,3,1,2,4,4,4,1,5,1,3,5,5,30,2,45,51,1,1,279
2815,47,Male,7202638398,clarkamber@example.net,UK,02-12-2024,UK6585,Business,Phone,Domestic,8,849,1290,Gold,4,1906.76,2,8256.8,0,29,Free Upgrade,2,4,4,3,2,5,5,5,3,2,3,5,9,4,64,93,1,8,362
2816,52,Male,2358001745,williamwilliams@example.net,India,25-07-2024,IN5673,First Class,Mobile App,Domestic,6,2994,1582,Platinum,3,362.28,10,1453.64,4,49,Discount,2,1,4,5,4,5,1,3,4,3,5,1,29,3,10,19,5,9,109
2817,48,Male,8513999830,wgriffin@example.net,France,25-10-2024,FR2676,Business,Phone,Domestic,4,1389,6736,Platinum,3,1142.97,5,4606.1,0,14,Lounge Access,4,5,5,3,4,2,5,2,1,1,4,2,22,3,69,119,2,5,16
2818,62,Male,001-629-919-6012x1045,mmoore@example.com,Japan,23-10-2024,JA3771,Economy,Online,Domestic,2,7306,3321,Bronze,4,1576.1,3,12897.29,5,27,Discount,1,4,2,3,5,1,4,2,1,3,5,3,12,2,68,3,4,10,135
2819,80,Male,(477)879-7416x7363,vbaker@example.org,Australia,11-02-2024,AU6834,First Class,Phone,Domestic,2,1518,1616,Gold,5,1674.26,6,14228,5,23,No Offer,2,2,4,4,4,3,5,1,4,2,1,1,15,2,30,108,4,10,33
2820,70,Female,+1-657-401-6465x553,megan95@example.org,Japan,05-03-2024,JA6301,First Class,Phone,International,1,3158,423,Bronze,2,912.26,1,3993.4,5,3,Lounge Access,4,3,4,3,3,2,5,5,2,3,1,5,23,4,83,50,0,5,200
2821,32,Female,(251)528-1987,tammy56@example.net,Germany,02-08-2024,GE2134,Economy,Mobile App,International,5,4857,1617,Gold,3,718.3,3,1434.96,3,6,Lounge Access,2,3,1,2,5,4,5,5,4,4,2,1,24,1,84,42,5,6,320
2822,53,Female,551-805-2879x51447,qsmith@example.net,France,31-10-2024,FR8287,Business,Phone,International,4,8260,4521,Platinum,3,689.6,8,14191.47,3,16,Free Upgrade,2,2,4,2,5,3,4,3,3,3,2,3,5,1,41,29,5,4,329
2823,60,Female,001-354-449-2467,ygillespie@example.org,USA,27-07-2024,US7266,Business,Online,Domestic,4,1631,7391,Bronze,2,153.84,7,8658.15,4,21,Discount,1,4,2,2,5,3,1,5,2,1,3,2,13,1,2,80,2,8,252
2824,66,Male,778-543-3331x8277,nicholassimmons@example.com,Canada,12-10-2024,CA7721,First Class,Mobile App,Domestic,1,4238,1000,Gold,4,904.26,5,3093.4,4,47,Discount,2,3,2,2,4,3,5,5,2,2,3,3,3,3,20,56,5,5,127
2825,27,Female,(923)409-2891x9190,thorntonalejandro@example.net,USA,28-09-2024,US8887,Economy,Mobile App,International,3,768,560,Gold,0,970.09,10,6998.64,1,8,No Offer,2,2,2,2,2,3,4,4,5,3,5,1,30,3,27,39,0,1,259
